ID,Name in English,Countries,Country codes alpha 3,Degree of endangerment,Number of speakers,Latitude,Longitude,Description of the location
1017,Northern Cuicatec,Mexico,MEX,Vulnerable,1503,17.9511,-96.7384,"Municipalities of San AndrésTeotilalpan, San Francisco Chapulapa, and Santa María Tlalixtac in the state of Oaxaca"
1284,Chiquihuitlán Mazatec,Mexico,MEX,Definitely endangered,1502,17.9953,-96.7449,"Municipality of Chiquihuitlán de Benito Juárez, state of Oaxaca"
1955,Apinajé,Brazil,BRA,Vulnerable,1500,-6.0317,-47.5604,"Brazil, extreme north of the Tocantins State, at the confluence of the Araguaia and Tocantins rivers, 8 villages in the Terra Indígena Apinajé."
1848,Bashkarik,Pakistan,PAK,Severely endangered,1500,35.2893,72.6168,"Headwarters of Swat river and Panjkora valley, Swat district, Pakistan"
434,Chintang,Nepal,NPL,Severely endangered,1500,26.9367,87.1991,Chintāṅ and Ḍhāṁḍāgāũ villages in Dhankuṭā district
473,Forest Nenets,Russian Federation,RUS,Severely endangered,1500,64.9188,77.7941,"Pur County and the southern parts of Nadym County in Yamal Nenets Autonomous District and the adjacent parts of Nizhnevartovsk, Surgut and Beloyarskiy counties in Khanty-Mansi Autonomous District"
2000,Hupda (Colombia),Colombia,COL,Definitely endangered,1500,0.3845,-70.1367,
2291,Jah Hut,Malaysia,MYS,Severely endangered,1500,3.6452,102.3065,
15,Jeri,Côte d'Ivoire,CIV,Severely endangered,1500,9.2647,-5.8666,
1645,Jonkor Bourmataguil,Chad,TCD,Severely endangered,1500,11.4261,19.0145,
90,K'emant,Ethiopia,ETH,Severely endangered,1500,12.9349,37.2326,
1184,Kanashi,India,IND,Definitely endangered,1500,32.0406,77.1075,"Himachal Pradesh, Kullu District"
1869,Karajá,Brazil,BRA,Vulnerable,1500,-11.0921,-50.3393,
1518,Karelian (Tikhvin),Russian Federation,RUS,Severely endangered,1500,59.601,33.3544,Tikhvin region in Leningrad Province
1412,Kendem,Cameroon,CMR,Severely endangered,1500,5.7061,9.6377,
1221,Khamba,"China, India","CHN, IND",Definitely endangered,1500,29.0105,94.7653,"northern edge of West Siang Dt., south and southeast of Tuting"
1226,Lishpa,India,IND,Definitely endangered,1500,27.3327,92.384,"they inhabit three villages, Lish, Lish Gompache and Lish Gompalok (Singh 1995)"
1812,Mayoruna (Brazil),Brazil,BRA,Vulnerable,1500,-3.3379,-64.8413,
786,Mescalero-Chiricahua Apache (New Mexico),United States of America,USA,Definitely endangered,1500,33.1514,-105.7942,Mescalero Apache Tribe of New Mexico
2403,Numao Bunu,China,CHN,Definitely endangered,1500,24.3902,107.2701,
2282,Orang Seletar,Malaysia,MYS,Severely endangered,1500,1.3387,103.464,
1909,Palenque Creole,Colombia,COL,Definitely endangered,1500,10.0952,-75.1142,"San Basilio in the Sierra de La María, Departamento de Bolivar, southeast of Cartagena"
2257,Pong,Lao People's Democratic Republic,LAO,Definitely endangered,1500,18.4666,105.05,
2032,Pyuma,China,CHN,Vulnerable,1500,22.8027,121.0748,Taiwan Province
2039,Saaroa,China,CHN,Critically endangered,1500,23.1283,120.7062,Taiwan Province
2317,Saluan,Indonesia,IDN,Vulnerable,1500,-0.8129,122.871,Sulawesi
2295,Semaq Beri,Malaysia,MYS,Critically endangered,1500,4.0012,102.8443,
1722,Talodi,Sudan,SDN,Critically endangered,1500,10.6902,30.3964,"Talodi town and hill, including the villages of Tasomi and Tata"
304,Wayana (Suriname),Suriname,SUR,Vulnerable,1500,2.7455,-54.58,"On the Palumeu, Tapanahoni, Maroni and Lawa rivers in Suriname. On the Litani and Maroni rivers in French Guyana. On the Paru river in Brazil (state of Pará)."
215,Wik Mungkan,Australia,AUS,Vulnerable,1500,-12.9403,141.9873,
2355,Natsilingmiutut,Canada,CAN,Vulnerable,1455,68.643,-95.8863,Spread over 3 communities in Canada
635,Movima,Bolivia (Plurinational State of),BOL,Severely endangered,1452,-13.7954,-65.4345,"Area of Santa Ana del Yacuma, department of Beni"
1661,Ngombe,Central African Republic,CAF,Definitely endangered,1450,3.9492,15.2352,
589,Cinta Larga,Brazil,BRA,Vulnerable,1440,-11.4154,-59.7216,"The group lives in indigenous lands Roosevelt, indigenous Park Aripuanã, eastern Rondônia; in indigenous lands Aripuanã, western Mato Grosso - Brazil"
2234,Dupaninan Agta,Philippines,PHL,Vulnerable,1400,17.9682,122.0361,
1724,Tese,Sudan,SDN,Critically endangered,1400,11.2161,29.8471,"Nuba Hills, Keiga Jirru west of Debri, and in 6 villages, northeast of Kadugli"
1805,Bororo,Brazil,BRA,Definitely endangered,1390,-15.5172,-53.1024,"Brazil, Mato Grosso State, Terra Indígena Meruri, Terra Indígena Perigara, Terra Indígena Sangradouro-Volta Grande, Terra Indígena
Tadarimana, Terra Indígena Jarudori, and Terra Indígena Teresa Cristina. Macro-Ge, Bororo.
"
2346,Puluwat,Micronesia (Federated States of),FSM,Severely endangered,1364,7.5803,149.425,"Polowat, Pollap, Houk and Tamtam Islands, Caroline Islands"
1757,Kanela Rankokamekra,Brazil,BRA,Vulnerable,1337,-6.075,-44.9121,
1646,Saba,Chad,TCD,Definitely endangered,1335,11.1487,18.0175,
1807,Kurripako (Brazil),Brazil,BRA,Vulnerable,1332,0.7001,-68.3789,
2253,Triw,Lao People's Democratic Republic,LAO,Definitely endangered,1328,15.6833,107.2,
1341,Guernsey French,United Kingdom of Great Britain and Northern Ireland,GBR,Severely endangered,1327,49.4502,-2.5927,the island of Guernsey in the Bailiwick of Guernsey
2344,Paafang,Micronesia (Federated States of),FSM,Severely endangered,1318,7.6198,155.1571,"Hall Islands, Caroline Islands"
442,Chɨlɨng,Nepal,NPL,Definitely endangered,1314,26.9483,87.2527,Āṅkhisallā area in Dhankuṭā district
947,Zapotec of the Valleys north,Mexico,MEX,Severely endangered,1303,17.0666,-96.65,"Locality of Tlalixtac de Cabrera, state of Oaxaca"
343,Cypriot Arabic,Cyprus,CYP,Severely endangered,1300,35.3196,33.338,the Kormakiti village in the north; most displaced in the south
2067,Palikur (Brazil),Brazil,BRA,Vulnerable,1300,4.0396,-51.7236,
1196,Sanenyo,India,IND,Critically endangered,1300,7.9504,93.576,Chowra (Sanenyo) Island
1287,Tecóatl Mazatec,Mexico,MEX,Vulnerable,1300,18.1653,-96.9124,"Municipality of San Jerónimo Tecóatl, state of Oaxaca"
1833,Xinka,Guatemala,GTM,Critically endangered,1283,14.3447,-90.2603,Guazacapán and Jumaytepeque
920,Ozomatlán Totonac,Mexico,MEX,Critically endangered,1276,20.1766,-98.0527,"Ozomatlán, Tepetzintla de Galeana in the municipality of Huauchinango, state of Puebla"
1126,Kāgate,Nepal,NPL,Definitely endangered,1273,27.5449,86.2925,Ramechhap district
628,Maxakali,Brazil,BRA,Vulnerable,1271,-16.5519,-40.3417,"The group lives in the indigenous land Maxakali, Municipality of Bertópolis, Minas Gerais State - Brazil."
2688,Murik,Papua New Guinea,PNG,Vulnerable,1256,-3.8368,144.2807,"Angoram District, coastal west of the mouth of Sepik River, East Sepik Province"
1580,Pengo,India,IND,Critically endangered,1254,19.0621,83.4851,Orissa
1809,Marúbo,Brazil,BRA,Vulnerable,1252,-6.0968,-70.2246,
1968,Aivilingmiutut,Canada,CAN,Vulnerable,1245,64.1657,-83.243,Spread over 2 communities in Canada
1634,Besme,Chad,TCD,Severely endangered,1228,9.6386,16.018,
2605,Oirata,Indonesia,IDN,Definitely endangered,1221,-8.0755,127.1777,"East and west Oirata in southeast Kisar Island, South Maluku"
1093,Lohorung,Nepal,NPL,Severely endangered,1207,27.4266,87.2498,"Saṅkhuvā Sabhā district, upper Arun valley"
1709,Harakmbut,Peru,PER,Definitely endangered,1206,-12.9403,-70.2685,"Madre de Dios, provincia de  Tambopata; ríos Tambopata, Alto Madre de  Dios, Colorado; aldea de  Shintuya"
2416,Buyang,China,CHN,Severely endangered,1200,23.4146,105.7632,
2279,Dakka,Indonesia,IDN,Vulnerable,1200,-3.316,119.2071,"Sulawesi, Indonesia"
2289,Mah Meri,Malaysia,MYS,Severely endangered,1200,2.836,101.4299,
588,Manjui,"Argentina, Bolivia (Plurinational State of), Paraguay","ARG, BOL, PRY",Definitely endangered,1200,-23.1201,-62.7539,"Argentina: Province of Salta, Departments of  Rivadavia and San Martín
Paraguay.  Department of  Boquerón."
2613,Te'un (Seram Island),Indonesia,IDN,Definitely endangered,1200,-3.1843,128.9465,"Transmigration area in south central Seram Island, Central Maluku, from Te'un Island, South Maluku, because of volcanic activities"
2034,Tsou,China,CHN,Vulnerable,1200,23.5174,120.8564,Taiwan Province
2614,Ujir,Indonesia,IDN,Definitely endangered,1200,-5.6105,134.2776,"Ujir Island and Samang on the end of western peninsula on Wokam Island, in northwest Aru Islands, south Maluku"
2420,White Gelao (China),China,CHN,Severely endangered,1200,26.4894,105.021,
2252,Dakkang,Lao People's Democratic Republic,LAO,Definitely endangered,1198,15.6333,107.25,
2359,Northern Algonquin,Canada,CAN,Vulnerable,1180,48.0616,-77.3521,Spread over 10 communities in Canada
1923,Akawaio (Brazil),Brazil,BRA,Vulnerable,1170,4.1711,-60.249,
1272,Huehuetlán Mazatec,Mexico,MEX,Vulnerable,1169,18.1964,-96.9471,"Municipality of San Francisco Huehuetlán, state of Oaxaca"
1697,Trio (Brazil),Brazil,BRA,Vulnerable,1156,1.7136,-55.2392,
2636,Savo,Solomon Islands,SLB,Definitely endangered,1147,-9.1292,159.8071,"Savo Island, north of northwestern Guadalcanal Island"
1830,Tektitek,Guatemala,GTM,Definitely endangered,1144,15.3073,-92.0609,"Tectitán, part of Cuilco"
2493,Fwâi,New Caledonia (France),NCL,Vulnerable,1131,-20.7048,164.9034,Hienghène
1855,Waimirí-Atroarí,Brazil,BRA,Vulnerable,1120,-1.0985,-60.8203,
1913,Guayabero,Colombia,COL,Definitely endangered,1118,2.6028,-72.3999,"On the Guaviare river, at the border of the departments of Meta and Guaviare"
2502,Fagauvea (Northern),New Caledonia (France),NCL,Vulnerable,1107,-20.4089,166.5444,
2503,Fagauvea (Southern),New Caledonia (France),NCL,Vulnerable,1107,-20.7381,166.4126,
1649,Fania,Chad,TCD,Severely endangered,1100,10.0581,18.3993,
1642,Ubi,Chad,TCD,Severely endangered,1100,12.1534,18.6946,
1731,Warnang,Sudan,SDN,Severely endangered,1100,10.6538,30.6298,
1788,Itzá,Guatemala,GTM,Critically endangered,1094,16.9838,-89.899,San José Petén
974,Mixtec of the southwest of Puebla,Mexico,MEX,Definitely endangered,1074,18.6333,-98.0666,"Municipality of Chigmecatitlán, state of Puebla"
924,Lowland Chontal,Mexico,MEX,Critically endangered,1060,16.0286,-95.6683,"Municipalities of San Pedro Huamelula, Santiago Astata, Santo Domingo Tehuantepec, state of Oaxaca"
530,Koireng,India,IND,Critically endangered,1056,24.2319,93.7463,
584,Chipaya,Bolivia (Plurinational State of),BOL,Definitely endangered,1050,-19.2074,-68.2031,"Santa Ana de Chipaya (province of Sabaya, department of Oruro). Communities of Chipaya and Ayparavi."
2340,Mokilese,Micronesia (Federated States of),FSM,Critically endangered,1050,6.6864,159.7631,"Mokil Atoll, Caroline Islands"
1499,Western Náhuatl,Mexico,MEX,Severely endangered,1041,18.3745,-103.3026,"Locality of Pómaro and others in the municipality of Aquila in the state of Michoacán; municipalities of Acaponeta and El Nayar in the state of Nayarit; municipality of Mezquital in the state of Durango; municipalities of Armería, Ixtlahuacán, Tecoman, and others in the state of Colima; municipality of Cuauhtitlán de García Barragán in the state of Jalisco"
1270,Acatepec Mazatec,Mexico,MEX,Vulnerable,1038,18.1621,-96.8766,"Municipality of Santa Cruz Acatepec, state of Oaxaca"
973,Mixtec of Villa de Tututepec,Mexico,MEX,Definitely endangered,1019,16.1333,-97.6,"Municipality of Villa de Tututepec, state of Oaxaca"
1575,Toda,India,IND,Critically endangered,1006,11.3184,76.8273,"Tamil Nadu, Nilgiri and Konda Hills"
2580,Adabe,Timor-Leste,TLS,Vulnerable,1000,-8.2549,125.5737,"Autoro Island, Timor Leste"
463,Alutor,Russian Federation,RUS,Severely endangered,1000,60.2016,165.4238,"most of Olyutor and Karaga counties and the north of Tigil’ County in Koryak Autonomous District; includes three dialect groups, Alutor proper, Karaga, and Palana"
1455,Arapaho (Wyoming),United States of America,USA,Severely endangered,1000,43.0139,-108.8214,Wind River Reservation in Wyoming; Cheyenne-Arapaho Tribe in Oklahoma
113,Beeke,Democratic Republic of the Congo,ZAI,Severely endangered,1000,0.9997,28.7951,
1453,Blackfoot (United States of America),United States of America,USA,Definitely endangered,1000,48.5699,-113.0918,
1612,Bohtan Neo-Aramaic,"Georgia, Russian Federation","GEO, RUS",Severely endangered,1000,41.5579,45.0219,"originally the Plain of Bohtan in Sirnak Province of south-eastern Turkey, now mostly around the village of Garbadani, near Rustavi, Georgia; an outlying dialect of Suret"
2441,Bola,China,CHN,Definitely endangered,1000,25.0638,98.2414,
95,Bong'om,Kenya,KEN,Definitely endangered,1000,1.1315,35.0134,Near the Ugandan-Kenyan border.
736,Bora,"Colombia, Peru","COL, PER",Vulnerable,1000,-2.7455,-71.8835,"Departamento de  Loreto, cuenca del río Yahuasyaco. El poblado de Brillo Nuevo es el centro del territorio Bora  en el Perú. También hay boras en Colombia."
482,Central Siberian Yupik (St. Lawrence Island),United States of America,USA,Definitely endangered,1000,63.7444,-171.7242,
1249,Chali,Bhutan,BTN,Definitely endangered,1000,27.301,91.2991,"North of Monggar area, east of Kurichu river"
1536,Cherokee (North Carolina),United States of America,USA,Severely endangered,1000,35.113,-84.0588,
590,Cocama-Cocamilla (Peru),Peru,PER,Severely endangered,1000,-4.8282,-74.2565,"En el curso bajo de  los ríos Marañón, Huallaga y Ucayali, en el departamento de Loreto."
1698,Dair,Sudan,SDN,Severely endangered,1000,12.517,30.5914,
1251,Dakpa,"Bhutan, India","BTN, IND",Definitely endangered,1000,27.3937,91.8965,"Arunachal Pradesh state, Tawang district, straddling 
the Bhutanese border"
2616,Dampelas,Indonesia,IDN,Definitely endangered,1000,0.2005,119.8965,"Close to Sabang, Sulawesi"
521,Danaw,Myanmar,MMR,Critically endangered,1000,21.192,97.3937,
1320,Ega,Côte d'Ivoire,CIV,Severely endangered,1000,5.8018,-5.4492,
75,El Hugeirat,Sudan,SDN,Severely endangered,1000,12.3131,28.4243,
2630,Faghani,Solomon Islands,SLB,Vulnerable,1000,-10.4337,161.5979,Northwestern part of San Cristobal (Makira) Island
1657,Fongoro,Chad,TCD,Severely endangered,1000,11.1029,22.7197,
773,Gambiri,Afghanistan,AFG,Severely endangered,1000,34.9017,70.9085,"Nuristan, Tregam Valley, villages of Katar and Gambir in Kunar Province of Afghanistan"
1254,Gongduk,Bhutan,BTN,Vulnerable,1000,27.086,91.2002,"Monggar district, one enclave along the Kurichu river"
2590,Gorap,Indonesia,IDN,Definitely endangered,1000,2.1528,128.2516,"Morotai Island and North Halmahera, Maluku"
184,Guugu Yimidhirr,Australia,AUS,Vulnerable,1000,-14.8598,144.7338,
1383,Gyem,Nigeria,NGA,Critically endangered,1000,10.3865,9.3122,
2584,Habu,Timor-Leste,TLS,Vulnerable,1000,-8.7819,126.0021,
712,Hawaiian,United States of America,USA,Critically endangered,1000,21.9226,-160.1147,Hawaiian Islands
1984,Hértevin,Turkey,TUR,Critically endangered,1000,37.9268,42.5473,originally the village of Hertevin and neighbouring villages near the town of Pervari in Siirt Province; most or all speakers have emigrated from Turkey
2207,Hu,China,CHN,Definitely endangered,1000,22.1743,100.9264,"Na Hoy Pha village; also in Man Pa Yuk, Man Pa Lau, Man Pong Thang, Na Pang"
1031,Hualapai,United States of America,USA,Vulnerable,1000,35.5279,-113.4297,Hualapai Indian Reservation in Peach Springs 
526,Hung,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,1000,18.9062,105.05,
1049,Inkhokvari,Russian Federation,RUS,Definitely endangered,1000,42.3981,46.0299,"the villages of Kvantlyada, Santlyada, Inkhokari (Inkhokvari), and Khvayni in Tsumada County in the Republic of Daghestan"
1437,Ishkashimi,Tajikistan,TJK,Severely endangered,1000,36.6915,71.7668,"Ryn village, Ishkashim district, Gorno-Badakhshan Autonomous Region, Tajikistan."
1410,Iyive,Cameroon,CMR,Severely endangered,1000,6.4354,9.5278,
1496,Jiongnai Bunu,China,CHN,Definitely endangered,1000,23.3902,108.5135,
49,Kaande,Gabon,GAB,Severely endangered,1000,-0.1318,11.8103,
2226,Kaco',Cambodia,KHM,Definitely endangered,1000,13.934,107.4222,
528,Kadu,Myanmar,MMR,Severely endangered,1000,24.2042,95.6332,
2585,Kairui-Midiki,Timor-Leste,TLS,Vulnerable,1000,-8.7222,126.2878,
112,Kari,Democratic Republic of the Congo,ZAI,Severely endangered,1000,4.8392,25.5432,
1235,Kayabi,Brazil,BRA,Vulnerable,1000,-11.1972,-53.2342,"The group lives in the indigenous lands Apiaká-Kayabi, Kayabi and Parque Indígena do Xingu - Mato Grosso and Pará states - Brazil."
1098,Khowa,India,IND,Definitely endangered,1000,27.2546,92.5323,"Arunachal Pradesh, West Kameng Dt."
2306,Kodeoha,Indonesia,IDN,Vulnerable,1000,-3.4147,120.9155,Sulawesi
1656,Kujarge,Chad,TCD,Definitely endangered,1000,11.749,22.2431,
2081,Kukatja,Australia,AUS,Vulnerable,1000,-21.2074,126.4746,
2681,Kuot,Papua New Guinea,PNG,Vulnerable,1000,-3.0692,151.5234,"East and West Coast, Central New Ireland Province"
684,Lokono (Suriname),"French Guiana (France), Suriname","GUF, SUR",Severely endangered,1000,5.6487,-55.1074,"Coastal area of Suriname: on the Nickerie, Saramacca and Suriname rivers, and in the area of Alibina on the Marowijne. Coastal area of French Guyana: Central coast and on the lower Maroni river"
1746,Mahongwe,Gabon,GAB,Severely endangered,1000,1.0216,13.9031,
456,Manchurian Ölöt,China,CHN,Severely endangered,1000,48.1953,124.2993,Fuyu County in Heilongjiang Province; extinct since the early twentieth century in the Imin region of Hulun Buir League in Inner Mongolia; an outlying dialect of Oyrat not listed at all by the SIL
542,May,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,1000,18.0623,105.5786,
48,Mbara,Chad,TCD,Severely endangered,1000,10.8009,15.6335,
1195,Mech,India,IND,Severely endangered,1000,26.5688,89.1979,"Assam, Jalpaiguri and Goalpara districts"
1511,Mòcheno,Italy,ITA,Definitely endangered,1000,46.1194,11.3258,"Palù (Palai), Fierozzo (Florutz) and Frassilongo (Gereut) in the Fersina Valley (Fersental, Valle del Fèrsina, or Val dei Mòcheni) in Trento Province; an outlying dialect of Bavarian"
2586,Naueti,Timor-Leste,TLS,Vulnerable,1000,-8.7357,126.7053,
143,North Greenlandic,Greenland (Kingdom of Denmark),GRL,Definitely endangered,1000,77.4815,-69.3511,Qaanaaq in the north of Greenland; SIL subsumes North Greenlandic under Greenlandic [kal] on geographic basis
2262,Ormuri,"Pakistan, Afghanistan","PAK, AFG",Definitely endangered,1000,32.518,69.783,
1622,Paiter,Brazil,BRA,Vulnerable,1000,-11.1245,-61.3476,"Not mutually intelligible with Gavião of Rondônia, most divergente language of the Mondé branch of the Tupi family"
1814,Pareci,Brazil,BRA,Definitely endangered,1000,-14.3525,-58.0174,"Brazil, western Mato Grosso State, on the Jubá, Guaporé, Verde,
Papagaio, Burití and Juruena rivers, Terra Indígena Est. Parecis, Terra Indígena Estivadinho, Terra Indígena Figueiras, Terra Indígena Juininha, Terra Indígena Pareci, Terra Indígena Rio Formoso, Terra Indígena Umutina, and Terra Indígena Utiariti. "
987,Pasi,India,IND,Definitely endangered,1000,28.1834,95.2651,"Arunachal Pradesh, East Siang Dt., mostly in and around the towns of Pasighat and Balek."
1348,Resian,Italy,ITA,Definitely endangered,1000,46.3734,13.3058,Resia in the northeastern part of Udine Province in the Autonomous Region Friuli-Venezia Giulia; an outlying dialect of Slovene not listed separately by the SIL
553,Sach,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,1000,17.78,105.7666,
1745,Sake,Gabon,GAB,Severely endangered,1000,-0.0247,11.7691,
346,Saterlandic,Germany,DEU,Severely endangered,1000,53.1059,7.6787,"Strücklingen (Strukelje), Ramsloh (Romelse) and Scharrel (Schäddel) in Saterland region, Lower Saxony; till the early twentieth century also on the island of Wangerooge"
2405,She,China,CHN,Critically endangered,1000,23.3333,115.2459,
1498,Shumashti,Afghanistan,AFG,Severely endangered,1000,34.6108,70.7569,Shumasht village in Afghanistan
1747,Sighu,Gabon,GAB,Severely endangered,1000,-0.0549,13.5461,
2566,Sobei,Indonesia,IDN,Definitely endangered,1000,-1.8632,138.7408,Irian Jaya
563,Thavung (Laos),"Lao People's Democratic Republic, Thailand","LAO, THA",Definitely endangered,1000,18.4666,104.6666,
1740,Tirma,Sudan,SDN,Critically endangered,1000,6.4899,34.3212,
2323,Tombelala,Indonesia,IDN,Vulnerable,1000,-2.5315,121.9454,Sulawesi
448,Toto,India,IND,Critically endangered,1000,26.6867,89.5056,"West Bengal, mostly in town of Totopara, in Jalpaiguri Dt. near border with Bhutan.

the Indian state of West Bengal"
315,Trio (Suriname),Suriname,SUR,Vulnerable,1000,2.1528,-56.3818,"In Suriname: On the Palumeu, Tapanahoni and Sipaliwini rivers. In Beazil: On the Upper West Paru river (state of Pará)."
2258,Tum,Lao People's Democratic Republic,LAO,Definitely endangered,1000,18.7,105.05,
1414,Tuotomb,Cameroon,CMR,Severely endangered,1000,4.4449,10.371,
596,Yatê,Brazil,BRA,Severely endangered,1000,-7.0136,-37.0458,"The group lives in indigenous lands Fulni-ô, município of Águas Belas and Itaíba in the state of Pernambuco - Brazil"
2260,Zaiwa,"China, India","CHN, IND",Definitely endangered,1000,28.4735,96.4764,
84,Zay,Ethiopia,ETH,Severely endangered,1000,8.0728,38.8476,
2190,Zenaga (Western Sahara),Western Sahara,ESH,Critically endangered,1000,22.2687,-13.7109,Probably along the Mauritanian border
1376,|Gui,Botswana,BWA,Vulnerable,1000,-21.8385,21.7858,"Pointer at main settlement New Xade (900), others Khekhenye (less than 100), Kageae (20), and Kaotoane daane (12)."
1396,ǁAni,Botswana,BWA,Definitely endangered,1000,-18.6462,22.1319,Settlements along the Okavango delta panhandle.
1900,Buglé,Panama,PAN,Definitely endangered,993,8.5858,-82.3856,"Bocas del Toro, Veraguas and Chiriquí"
1706,Ka'apór,Brazil,BRA,Vulnerable,991,-2.8991,-46.3183,
114,Hadza,United Republic of Tanzania,TZA,Vulnerable,975,-3.401,35.3897,Mang'ola is the northernmost and linguistically most isolated Hadza area.
186,Kunwinjku,Australia,AUS,Vulnerable,974,-12.1333,133.4014,
1781,Bakairi,Brazil,BRA,Vulnerable,950,-14.4213,-54.0305,"Brasil - Northern  Mato Grosso State, southwest to the Upper Xingu area; Terra Indígena Bakairi, Municipality of Nobres, and Terra Indígena Santana, Municipality of Paranatinga. "
2501,Drubea,New Caledonia (France),NCL,Vulnerable,946,-22.0347,166.5527,"Païta, Dumbéa, Nouméa, Yaté"
2342,Namonuito,Micronesia (Federated States of),FSM,Severely endangered,944,8.6299,150.0128,"Magur, Ono, Onari, Piserarh, Ulul islands, Caroline Islands"
1395,Hya,"Cameroon, Nigeria","CMR, NGA",Severely endangered,940,10.3311,13.5269,
602,Machineri (Brazil),Brazil,BRA,Vulnerable,937,-10.5742,-70.4882,
2381,South Slavey,Canada,CAN,Definitely endangered,920,61.8154,-121.3346,Spread over 13 communities in Canada
1707,Wajãpi,Brazil,BRA,Vulnerable,905,0.747,-52.8442,
1095,Mewahang,Nepal,NPL,Severely endangered,904,27.5441,87.1401,"Sankhuvā Sabhā district, upper Aruṇ valley"
1261,Awapit,Ecuador,ECU,Severely endangered,900,1.0985,-78.706,"The Awa people migrated from Colombia. In Ecuador they are located in the northwestern region of the country in three different provinces: Esmeraldas in the Coast (Parish of Ricaurte-Tululbí, San Lorenzo county),  Carchi and Imbabura in the Highlands. Total population is about 3800 people distributed in 21 communities (Centros) which are the legal owners of 120.000 hectares. They are represented by  the Federation of Awa Centers (Federación de Centros Awá del Ecuador  - FCAE)"
290,Chimila,Colombia,COL,Severely endangered,900,10.0986,-73.894,"In the departments of Magdalena and Cesar, Northern Colombia: Locality San Ángel and Ariguaní river"
1419,Kua,Botswana,BWA,Definitely endangered,900,-22.7106,26.4605,"Two settlements, one east of Serowe (550) and south-east of Serowe (350)."
1741,Njalgulgule,Sudan,SDN,Severely endangered,900,8.4452,25.3015,
1865,Pech,Honduras,HND,Severely endangered,900,15.0819,-85.5552,Municipality of Dulce Nombre de Culmí; Olancho dept; la Laguna in Santa María del Carbón
1819,Rikbaktsa,Brazil,BRA,Severely endangered,900,-10.6174,-58.2714,"The group livies in Indigenous Lands Erikbaktsa, Japuíra and Escondido, north-western Mato Grosso State, Juruena River Basin.- Brazil."
2490,Caac,New Caledonia (France),NCL,Vulnerable,890,-20.3883,164.5614,Pouébo
254,Inuinnaqtun,Canada,CAN,Definitely endangered,890,67.8443,-115.2742,Spread over 5 communities in Canada
2496,Voh-Koné dialects,New Caledonia (France),NCL,Definitely endangered,878,-20.9665,164.7866,"Voh, Koné"
2353,Kuna (Colombia),Colombia,COL,Severely endangered,876,7.8633,-76.9042,
1764,Dení,Brazil,BRA,Vulnerable,875,-6.5773,-68.1591,
562,Tarao,India,IND,Critically endangered,870,24.297,93.4497,
146,Santa María del Mar Huave,Mexico,MEX,Severely endangered,862,16.2166,-94.85,"Municipality of Santa María del Mar, state of Oaxaca"
2343,Nukuoro,Micronesia (Federated States of),FSM,Definitely endangered,860,3.8574,154.9786,Nukuoro and Ponape
972,Mixtec of Santa Cruz Itundujia,Mexico,MEX,Definitely endangered,851,16.7666,-97.6,Santa Cruz Itundujia
953,"Zapotec of the Southern mountains, northeast",Mexico,MEX,Definitely endangered,849,16.2666,-96.2833,"Locality of San Pedro Mixtepec, state of Oaxaca"
2489,Kumak,New Caledonia (France),NCL,Vulnerable,847,-20.1278,164.0259,"North of the ""Grande Terre"" (Poum, Koumak and some islands around)"
710,Pukapukan,Cook Islands,COK,Definitely endangered,840,-10.871,-165.8441,Pukapuka and Nasau Islands
2598,Lola,Indonesia,IDN,Vulnerable,830,-6.3316,134.8818,"Three islands east of Kobroor and Baun Islands in the Aru Islands, South East Maluku"
1785,Ashaninka (Brazil),Brazil,BRA,Vulnerable,813,-9.3786,-73.1414,
2370,Ottawa (Canada),"Canada, United States of America","CAN, USA",Severely endangered,810,46.1519,-82.2243,Spread over 15 communities in Canada
33,Bati,Cameroon,CMR,Severely endangered,800,4.2012,10.7858,
1906,Chorote Iyojwa'ja,"Argentina, Paraguay","ARG, PRY",Severely endangered,800,-24.287,-60.3808,Northeast Salta Province
1411,Eman,Cameroon,CMR,Severely endangered,800,6.0531,9.7338,
34,Isu,Cameroon,CMR,Severely endangered,800,4.0094,9.5745,
1772,Jamamadí,Brazil,BRA,Vulnerable,800,-9.0424,-68.3789,
1941,Javaé,Brazil,BRA,Definitely endangered,800,-11.1568,-50.4711,"Parque Indígena do Araguaia, States of Tocantins and Goiás, Brazil."
1416,Nubaca,Cameroon,CMR,Severely endangered,800,4.2971,10.7446,
2314,Panasuan,Indonesia,IDN,Definitely endangered,800,-2.2516,119.5806,Sulawesi
2055,Piaroa (Colombia),Colombia,COL,Definitely endangered,800,4,-68.6666,"Entre los ríos Vichada, al norte, y Guaviare, al sur, en los cursos bajos de estos ríos y otros afluentes occidentales del Orinoco, en el departamento del Vichada"
875,Taos,United States of America,USA,Definitely endangered,800,36.4717,-105.5596,"Taos Pueblo, 70 miles north of Santa Fe, NM."
2708,Taulil,Papua New Guinea,PNG,Vulnerable,800,-4.5435,152.0397,"Central part of the Gazelle Peninsula, East New Britain"
1854,Tuyuca (Brazil),Brazil,BRA,Vulnerable,800,0.4394,-66.8847,
